tick_us,arm_id,record_kind,meta_seed,meta_iteration_id,j1_pos,j2_pos,j3_pos,j4_pos,j5_pos,j6_pos,j7_pos,j1_vel,j2_vel,j3_vel,j4_vel,j5_vel,j6_vel,j7_vel,j1_trq,j2_trq,j3_trq,j4_trq,j5_trq,j6_trq,j7_trq,ee_x,ee_y,ee_z,ee_qw,ee_qx,ee_qy,ee_qz,ee_fx,ee_fy,ee_fz,ee_tx,ee_ty,ee_tz,nav_dx,nav_dy,nav_dz,ttip_temp,irr_flow,suc_flow,co2_insuf,us_present,ala_uv,imri_active,estop_state,safety_zone,robot_state,heartbeat_ok,tick_align_flag
147000,ARM_2,MIXED,20260510,run_00001,0.1287,0.2463,0.3479,0.429,0.4803,0.4989,0.4884,0.2876,0.2608,0.2148,0.1555,0.0852,0.0078,-0.0694,0.3287,0.3762,0.398,0.3944,0.3658,0.3129,0.2405,126.83,50.43,86.51,0.9917,0.1283,0.0,0.0,0.342,0.488,0.325,0.0133,0.0469,0.0041,0.13,-0.021,-0.011,36.03,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
147000,ARM_3,MIXED,20260510,run_00001,0.2441,0.4234,0.4976,0.4473,0.2843,0.05,-0.1988,0.2614,0.1582,0.0148,-0.1327,-0.2461,-0.298,-0.2754,0.373,0.3955,0.3189,0.1592,-0.0373,-0.227,-0.3587,147.51,98.55,92.55,0.968,0.251,0.0,0.0,0.842,0.415,0.827,0.0249,0.0438,0.0082,0.039,0.04,-0.068,36.09,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
147000,ARM_4,MIXED,20260510,run_00001,0.3435,0.4971,0.3833,0.0559,-0.3007,-0.4922,-0.4163,0.2196,0.0151,-0.1951,-0.2957,-0.2423,-0.0499,0.1668,0.3977,0.3207,0.0676,-0.2221,-0.3888,-0.3426,-0.1111,162.7,143.72,98.42,0.9292,0.3697,0.0,0.0,0.691,0.037,0.758,0.0335,0.0341,0.0108,0.088,-0.039,-0.054,36.14,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
148000,ARM_1,MIXED,20260510,run_00001,0.0052,0.0075,0.0119,0.0157,0.0183,0.0223,0.0267,0.3007,0.3004,0.3002,0.2981,0.3004,0.3003,0.3002,0.2624,0.2636,0.266,0.2668,0.2686,0.2689,0.2726,99.95,0.72,80.17,1.0,0.0037,0.0,0.0,0.012,0.806,0.007,0.0008,0.0508,0.0025,-0.002,-0.002,-0.026,36.02,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
148000,ARM_2,MIXED,20260510,run_00001,0.1273,0.2467,0.3488,0.4287,0.4782,0.4997,0.487,0.2884,0.2598,0.2148,0.155,0.0856,0.0087,-0.0689,0.326,0.3747,0.3967,0.3954,0.3647,0.3109,0.2395,126.74,50.41,86.37,0.9917,0.1283,0.0,0.0,0.343,0.479,0.314,0.0127,0.0474,0.004,0.007,0.024,0.07,36.04,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
148000,ARM_3,MIXED,20260510,run_00001,0.2422,0.4243,0.4987,0.4483,0.2832,0.0485,-0.1987,0.262,0.1585,0.0153,-0.1329,-0.2471,-0.298,-0.2733,0.373,0.3964,0.3182,0.1596,-0.0392,-0.2266,-0.3584,147.34,98.6,92.52,0.968,0.251,0.0,0.0,0.849,0.419,0.824,0.0252,0.0431,0.0071,0.052,-0.036,0.037,35.95,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
148000,ARM_4,MIXED,20260510,run_00001,0.3435,0.4982,0.3827,0.0562,-0.3012,-0.4949,-0.4161,0.217,0.0165,-0.1949,-0.2994,-0.2389,-0.0506,0.1668,0.3988,0.3216,0.0676,-0.2212,-0.389,-0.3453,-0.1123,162.71,143.69,98.54,0.9291,0.3697,0.0,0.0,0.696,0.027,0.761,0.0341,0.0362,0.0104,0.026,0.012,-0.034,36.15,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
149000,ARM_1,MIXED,20260510,run_00001,0.003,0.0068,0.0112,0.0132,0.0193,0.0227,0.0264,0.2988,0.3003,0.2997,0.3006,0.3004,0.2997,0.2986,0.2604,0.261,0.2639,0.266,0.2685,0.2722,0.2729,100.0,0.66,80.24,1.0,0.0037,0.0,0.0,0.015,0.801,0.007,0.0007,0.0502,0.0004,0.004,0.002,0.068,36.02,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
149000,ARM_2,MIXED,20260510,run_00001,0.1286,0.2472,0.3485,0.4287,0.4793,0.4999,0.4853,0.2901,0.2611,0.2151,0.1537,0.0835,0.0069,-0.0697,0.3268,0.376,0.3984,0.3938,0.3668,0.3107,0.2395,126.68,50.34,86.39,0.9917,0.1284,0.0,0.0,0.341,0.489,0.313,0.012,0.0484,0.0054,-0.04,0.003,-0.035,35.99,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
149000,ARM_3,MIXED,20260510,run_00001,0.2416,0.4236,0.4996,0.4517,0.2831,0.0494,-0.2003,0.2624,0.1569,0.0129,-0.1344,-0.2457,-0.2989,-0.2753,0.3751,0.398,0.3192,0.1584,-0.037,-0.2263,-0.3605,147.3,98.56,92.56,0.968,0.251,0.0,0.0,0.845,0.429,0.829,0.0249,0.0431,0.0071,-0.035,-0.036,-0.052,36.04,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
149000,ARM_4,MIXED,20260510,run_00001,0.3441,0.4984,0.3835,0.0559,-0.3008,-0.4921,-0.4149,0.218,0.0172,-0.1931,-0.2977,-0.2396,-0.0492,0.1663,0.3973,0.3185,0.0677,-0.2225,-0.3888,-0.3457,-0.1106,162.65,143.85,98.39,0.9291,0.3697,0.0,0.0,0.698,0.032,0.775,0.0345,0.0376,0.012,-0.114,0.041,0.038,36.11,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
150000,ARM_1,MIXED,20260510,run_00001,0.0027,0.0081,0.0121,0.0153,0.0202,0.0221,0.0248,0.3009,0.3001,0.2994,0.2988,0.2981,0.3002,0.2997,0.2586,0.2623,0.2631,0.2673,0.2695,0.2691,0.2723,100.03,0.72,80.23,1.0,0.0037,0.0,0.0,0.012,0.805,0.02,0.0012,0.0477,0.0002,0.012,-0.005,0.069,36.05,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
150000,ARM_2,MIXED,20260510,run_00001,0.1279,0.2476,0.3499,0.4301,0.48,0.5012,0.4873,0.289,0.2607,0.2148,0.1542,0.0857,0.009,-0.0681,0.3272,0.3742,0.3977,0.3943,0.3653,0.3131,0.2407,126.66,50.43,86.51,0.9917,0.1284,0.0,0.0,0.341,0.487,0.315,0.0125,0.0477,0.0056,0.02,-0.082,0.017,36.02,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
150000,ARM_3,MIXED,20260510,run_00001,0.2437,0.4249,0.5002,0.4475,0.284,0.0493,-0.1985,0.2621,0.1577,0.0159,-0.1337,-0.2481,-0.298,-0.2746,0.3749,0.3954,0.3197,0.1581,-0.0404,-0.226,-0.357,147.44,98.61,92.49,0.968,0.251,0.0,0.0,0.85,0.424,0.831,0.0247,0.0438,0.0066,0.011,-0.008,0.042,36.06,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
150000,ARM_4,MIXED,20260510,run_00001,0.3439,0.4985,0.3831,0.0551,-0.3009,-0.493,-0.4163,0.2163,0.0173,-0.1928,-0.2999,-0.2396,-0.0488,0.168,0.3966,0.3199,0.0663,-0.2246,-0.3913,-0.3453,-0.11,162.7,143.7,98.51,0.9291,0.3698,0.0,0.0,0.707,0.026,0.758,0.033,0.0358,0.0111,0.063,-0.053,0.04,36.2,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
151000,ARM_1,MIXED,20260510,run_00001,0.003,0.0075,0.0119,0.0154,0.0185,0.0218,0.0269,0.2997,0.3002,0.3013,0.2996,0.2974,0.2982,0.2984,0.2603,0.2615,0.2635,0.2659,0.2681,0.2721,0.2724,99.99,0.74,80.13,1.0,0.0038,0.0,0.0,0.019,0.791,0.002,0.0007,0.0491,-0.0004,0.05,-0.07,-0.083,36.03,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
151000,ARM_2,MIXED,20260510,run_00001,0.126,0.2454,0.3476,0.4287,0.4795,0.5006,0.4853,0.2903,0.2611,0.214,0.1541,0.084,0.0076,-0.0692,0.3277,0.3759,0.3975,0.3955,0.3659,0.3108,0.2402,126.7,50.55,86.42,0.9917,0.1284,0.0,0.0,0.347,0.487,0.31,0.0132,0.0489,0.0039,0.034,0.131,-0.052,36.06,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
151000,ARM_3,MIXED,20260510,run_00001,0.2446,0.424,0.499,0.4496,0.2836,0.0482,-0.1992,0.264,0.1592,0.0135,-0.1338,-0.2487,-0.2984,-0.2759,0.3739,0.3957,0.3194,0.1603,-0.0379,-0.2276,-0.3577,147.45,98.68,92.58,0.968,0.2511,0.0,0.0,0.845,0.423,0.826,0.0257,0.0438,0.0076,-0.005,-0.002,-0.001,36.11,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
151000,ARM_4,MIXED,20260510,run_00001,0.3446,0.4993,0.3816,0.0546,-0.3022,-0.493,-0.4156,0.2191,0.0185,-0.195,-0.2961,-0.2388,-0.0508,0.1662,0.3975,0.3196,0.0657,-0.2227,-0.3904,-0.3437,-0.1119,162.63,143.77,98.53,0.9291,0.3698,0.0,0.0,0.701,0.035,0.77,0.0347,0.0357,0.0127,-0.089,-0.009,-0.058,36.15,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
152000,ARM_1,MIXED,20260510,run_00001,0.0043,0.0094,0.0119,0.0149,0.0189,0.022,0.0264,0.3002,0.301,0.3003,0.299,0.2993,0.2996,0.2999,0.2611,0.2607,0.2643,0.2672,0.2709,0.2704,0.2724,100.01,0.8,80.22,1.0,0.0038,0.0,0.0,0.008,0.795,0.014,-0.0004,0.0502,0.0003,-0.022,0.077,0.043,35.94,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
152000,ARM_2,MIXED,20260510,run_00001,0.1277,0.2466,0.3481,0.429,0.4785,0.5011,0.4866,0.2895,0.2615,0.214,0.1539,0.084,0.0077,-0.0701,0.3278,0.3729,0.3976,0.3952,0.3666,0.3119,0.2362,126.73,50.49,86.38,0.9917,0.1284,0.0,0.0,0.349,0.492,0.316,0.0121,0.0485,0.0043,-0.036,-0.038,0.018,36.03,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
152000,ARM_3,MIXED,20260510,run_00001,0.2423,0.4247,0.4988,0.4478,0.2832,0.0475,-0.2005,0.2631,0.1579,0.0135,-0.132,-0.2472,-0.2996,-0.2757,0.3743,0.3973,0.3188,0.1603,-0.0408,-0.229,-0.3576,147.41,98.62,92.55,0.968,0.2511,0.0,0.0,0.842,0.424,0.836,0.0224,0.0428,0.0082,0.023,0.05,0.14,36.08,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
152000,ARM_4,MIXED,20260510,run_00001,0.3423,0.5006,0.3833,0.0553,-0.3031,-0.4936,-0.4142,0.2179,0.0161,-0.1941,-0.298,-0.2386,-0.0488,0.1661,0.3965,0.3205,0.065,-0.2225,-0.3904,-0.3448,-0.1113,162.71,143.76,98.45,0.9291,0.3698,0.0,0.0,0.698,0.019,0.759,0.0327,0.0358,0.0115,-0.038,-0.012,0.002,36.13,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
153000,ARM_1,MIXED,20260510,run_00001,0.0048,0.0074,0.0112,0.0153,0.0203,0.0246,0.0265,0.2995,0.2998,0.3013,0.3008,0.3,0.2983,0.2994,0.2613,0.2622,0.2637,0.2671,0.2684,0.2697,0.2751,100.02,0.77,80.21,1.0,0.0038,0.0,0.0,0.013,0.796,0.021,0.0012,0.0495,-0.0015,-0.062,-0.008,-0.019,36.03,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
153000,ARM_2,MIXED,20260510,run_00001,0.1275,0.2464,0.3479,0.4299,0.4799,0.5005,0.4858,0.2901,0.2612,0.2148,0.1542,0.085,0.0077,-0.0701,0.3284,0.3748,0.3983,0.3956,0.3658,0.3124,0.2376,126.62,50.41,86.49,0.9917,0.1285,0.0,0.0,0.346,0.493,0.314,0.0127,0.0479,0.0046,0.013,-0.015,0.009,35.96,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
153000,ARM_3,MIXED,20260510,run_00001,0.2433,0.4238,0.4996,0.4472,0.2839,0.0488,-0.2012,0.2623,0.1582,0.015,-0.1325,-0.2478,-0.2999,-0.2748,0.3729,0.3986,0.3182,0.1602,-0.0398,-0.2288,-0.3591,147.34,98.58,92.58,0.968,0.2511,0.0,0.0,0.862,0.419,0.827,0.0244,0.0434,0.0073,0.066,0.074,0.044,36.05,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
153000,ARM_4,MIXED,20260510,run_00001,0.3445,0.4975,0.3837,0.0559,-0.3002,-0.4922,-0.4148,0.2177,0.0176,-0.1913,-0.2985,-0.2402,-0.0483,0.168,0.3983,0.3203,0.0669,-0.2208,-0.3899,-0.3439,-0.1116,162.7,143.66,98.52,0.9291,0.3698,0.0,0.0,0.701,0.03,0.765,0.0339,0.0368,0.0109,0.059,-0.092,0.039,36.08,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
154000,ARM_1,MIXED,20260510,run_00001,0.0012,0.0073,0.0119,0.0141,0.0198,0.0237,0.0287,0.2985,0.3004,0.2991,0.3009,0.3005,0.2998,0.2991,0.2617,0.2626,0.2661,0.2658,0.2698,0.2703,0.2742,100.05,0.83,80.25,1.0,0.0038,0.0,0.0,0.012,0.806,0.011,-0.0012,0.0496,0.0016,-0.04,-0.085,-0.024,36.05,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
154000,ARM_2,MIXED,20260510,run_00001,0.1264,0.2476,0.3471,0.4289,0.4797,0.4993,0.4872,0.2888,0.2604,0.2153,0.1552,0.0829,0.0067,-0.0689,0.3287,0.3746,0.3971,0.395,0.3649,0.3114,0.2387,126.78,50.53,86.41,0.9917,0.1285,0.0,0.0,0.348,0.49,0.307,0.0139,0.0476,0.0051,0.013,-0.052,-0.004,36.07,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
154000,ARM_3,MIXED,20260510,run_00001,0.2428,0.4243,0.499,0.4474,0.2828,0.0494,-0.1997,0.2646,0.1585,0.0147,-0.1324,-0.2462,-0.2989,-0.2741,0.3754,0.3948,0.3179,0.1612,-0.0382,-0.2281,-0.3579,147.43,98.66,92.53,0.968,0.2511,0.0,0.0,0.865,0.428,0.821,0.0232,0.0441,0.0089,0.001,0.023,-0.041,35.98,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
154000,ARM_4,MIXED,20260510,run_00001,0.3434,0.4998,0.3834,0.0558,-0.301,-0.4923,-0.4158,0.2177,0.015,-0.1914,-0.2986,-0.2383,-0.0516,0.1686,0.3973,0.321,0.067,-0.2229,-0.3891,-0.3463,-0.1088,162.66,143.71,98.39,0.9291,0.3699,0.0,0.0,0.697,0.03,0.768,0.0345,0.0349,0.0116,-0.012,0.025,0.031,36.1,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
155000,ARM_1,MIXED,20260510,run_00001,0.0034,0.0075,0.0108,0.0172,0.0186,0.0228,0.0294,0.2992,0.2986,0.2983,0.3002,0.2997,0.301,0.2985,0.2617,0.2624,0.2647,0.2672,0.2665,0.2698,0.2743,99.99,0.77,80.22,1.0,0.0039,0.0,0.0,0.017,0.797,0.011,0.0002,0.0492,0.0021,0.005,0.012,0.062,35.95,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
155000,ARM_2,MIXED,20260510,run_00001,0.1295,0.2475,0.3501,0.4291,0.479,0.4983,0.4863,0.2902,0.2613,0.2145,0.1534,0.0846,0.0057,-0.0689,0.328,0.3743,0.3971,0.395,0.3641,0.3113,0.2375,126.65,50.5,86.38,0.9917,0.1285,0.0,0.0,0.337,0.484,0.322,0.0119,0.0491,0.0061,-0.061,0.053,0.031,36.13,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
155000,ARM_3,MIXED,20260510,run_00001,0.2429,0.4263,0.4983,0.4461,0.2829,0.0486,-0.2006,0.2633,0.158,0.0145,-0.135,-0.2491,-0.2982,-0.2748,0.3737,0.3953,0.3196,0.1595,-0.0388,-0.2249,-0.3586,147.34,98.65,92.6,0.9679,0.2512,0.0,0.0,0.856,0.416,0.831,0.0247,0.0448,0.0071,0.014,-0.022,-0.026,36.04,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
155000,ARM_4,MIXED,20260510,run_00001,0.3444,0.4987,0.3824,0.0556,-0.3006,-0.4919,-0.4157,0.2175,0.0166,-0.1946,-0.2982,-0.2386,-0.0478,0.1681,0.397,0.3193,0.0667,-0.2225,-0.3894,-0.3432,-0.1104,162.65,143.67,98.51,0.9291,0.3699,0.0,0.0,0.708,0.025,0.773,0.0335,0.0365,0.0112,-0.026,-0.052,0.085,36.06,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
156000,ARM_1,MIXED,20260510,run_00001,0.0048,0.0083,0.0117,0.0157,0.0194,0.0246,0.0281,0.2991,0.2993,0.2999,0.3005,0.3006,0.3,0.2992,0.259,0.2607,0.2651,0.2678,0.2693,0.271,0.2746,100.03,0.72,80.17,1.0,0.0039,0.0,0.0,0.01,0.805,0.02,0.0003,0.0495,-0.0001,-0.011,-0.005,-0.071,35.94,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
156000,ARM_2,MIXED,20260510,run_00001,0.127,0.2451,0.3485,0.4288,0.4808,0.4993,0.4854,0.2905,0.2626,0.2146,0.1555,0.0845,0.0063,-0.0688,0.3272,0.3769,0.3968,0.3959,0.3655,0.3109,0.2379,126.66,50.48,86.35,0.9917,0.1285,0.0,0.0,0.344,0.485,0.321,0.0124,0.0492,0.0026,0.026,-0.082,-0.027,36.06,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
156000,ARM_3,MIXED,20260510,run_00001,0.2432,0.4247,0.4996,0.4467,0.284,0.0475,-0.1992,0.2618,0.1592,0.0152,-0.1338,-0.248,-0.2982,-0.2731,0.3734,0.3967,0.3186,0.1603,-0.0406,-0.2263,-0.3593,147.33,98.62,92.54,0.9679,0.2512,0.0,0.0,0.851,0.422,0.83,0.0244,0.0433,0.0074,0.077,-0.034,0.067,36.08,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
156000,ARM_4,MIXED,20260510,run_00001,0.3451,0.4973,0.3809,0.0545,-0.2996,-0.4938,-0.413,0.2171,0.018,-0.1946,-0.2986,-0.24,-0.0476,0.1673,0.3969,0.3205,0.0682,-0.2223,-0.3908,-0.3431,-0.1103,162.6,143.75,98.52,0.9291,0.3699,0.0,0.0,0.692,0.029,0.756,0.035,0.0367,0.0111,-0.03,0.036,0.0,36.1,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
157000,ARM_1,MIXED,20260510,run_00001,0.0021,0.0074,0.0121,0.0144,0.02,0.0244,0.0287,0.3001,0.299,0.3008,0.3021,0.3011,0.2981,0.2983,0.2603,0.2613,0.2667,0.2687,0.2678,0.2714,0.2739,100.0,0.75,80.14,1.0,0.0039,0.0,0.0,0.014,0.803,0.021,-0.0002,0.0497,0.0015,0.096,-0.096,-0.045,35.94,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
157000,ARM_2,MIXED,20260510,run_00001,0.1265,0.2459,0.3467,0.4288,0.4791,0.4992,0.4872,0.2906,0.2614,0.2136,0.156,0.083,0.0075,-0.0706,0.3273,0.3749,0.3981,0.3961,0.3646,0.3123,0.2365,126.65,50.65,86.45,0.9917,0.1286,0.0,0.0,0.338,0.491,0.321,0.0126,0.0489,0.006,0.095,-0.023,0.037,36.02,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
157000,ARM_3,MIXED,20260510,run_00001,0.2432,0.4257,0.4993,0.4495,0.2829,0.0473,-0.201,0.263,0.1568,0.0135,-0.1321,-0.2481,-0.2992,-0.2743,0.3743,0.3956,0.3173,0.1578,-0.0392,-0.2294,-0.3592,147.46,98.68,92.61,0.9679,0.2512,0.0,0.0,0.851,0.427,0.831,0.0242,0.0443,0.0056,0.027,-0.022,-0.032,36.01,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
157000,ARM_4,MIXED,20260510,run_00001,0.3432,0.4985,0.3815,0.0546,-0.3024,-0.4931,-0.414,0.2179,0.0156,-0.1953,-0.2995,-0.2385,-0.0502,0.1681,0.3971,0.319,0.0674,-0.2238,-0.3893,-0.3447,-0.1115,162.63,143.81,98.54,0.9291,0.3699,0.0,0.0,0.7,0.03,0.761,0.0348,0.0367,0.012,-0.013,0.072,0.025,36.1,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
158000,ARM_1,MIXED,20260510,run_00001,0.0052,0.0084,0.0121,0.0142,0.019,0.023,0.0262,0.3,0.2976,0.3015,0.3005,0.2985,0.2985,0.2995,0.2611,0.2618,0.2654,0.2671,0.2674,0.274,0.2749,100.02,0.81,80.27,1.0,0.0039,0.0,0.0,0.014,0.799,0.019,0.0003,0.0498,-0.0003,-0.048,-0.01,-0.005,36.02,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
158000,ARM_2,MIXED,20260510,run_00001,0.1256,0.245,0.3494,0.4286,0.4799,0.5008,0.4852,0.2886,0.2611,0.2139,0.1522,0.0829,0.0062,-0.07,0.3259,0.3766,0.398,0.3962,0.3636,0.3127,0.2375,126.69,50.39,86.48,0.9917,0.1286,0.0,0.0,0.341,0.476,0.307,0.0124,0.0497,0.0024,-0.052,-0.01,-0.041,36.0,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
158000,ARM_3,MIXED,20260510,run_00001,0.2426,0.4251,0.5019,0.4476,0.2838,0.0485,-0.2024,0.263,0.16,0.0134,-0.1347,-0.2479,-0.299,-0.2765,0.3736,0.3959,0.3169,0.1567,-0.0386,-0.2283,-0.3585,147.34,98.59,92.6,0.9679,0.2512,0.0,0.0,0.842,0.421,0.829,0.0244,0.0417,0.0074,-0.041,-0.063,0.055,36.08,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
158000,ARM_4,MIXED,20260510,run_00001,0.3439,0.5001,0.3799,0.0546,-0.3015,-0.4936,-0.4153,0.2188,0.018,-0.1939,-0.2966,-0.2393,-0.0484,0.167,0.3976,0.3196,0.0674,-0.2209,-0.3899,-0.3441,-0.1085,162.68,143.73,98.57,0.9291,0.3699,0.0,0.0,0.697,0.036,0.764,0.0351,0.0364,0.011,-0.074,0.017,-0.051,36.07,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
159000,ARM_1,MIXED,20260510,run_00001,0.0018,0.0068,0.0128,0.0162,0.0199,0.0229,0.0279,0.2979,0.3008,0.3005,0.3013,0.2987,0.3001,0.3009,0.2599,0.2622,0.2652,0.2681,0.2713,0.2726,0.273,99.97,0.77,80.14,1.0,0.004,0.0,0.0,0.014,0.794,0.02,0.0011,0.0505,0.0002,0.053,-0.002,0.005,36.02,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
159000,ARM_2,MIXED,20260510,run_00001,0.1286,0.2455,0.3484,0.4297,0.4817,0.4998,0.4879,0.2914,0.2629,0.2142,0.1535,0.083,0.0051,-0.0682,0.3264,0.3752,0.4003,0.3955,0.3651,0.3116,0.238,126.64,50.52,86.44,0.9917,0.1286,0.0,0.0,0.35,0.482,0.307,0.0137,0.0468,0.0046,-0.021,-0.047,-0.032,36.02,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
159000,ARM_3,MIXED,20260510,run_00001,0.243,0.4248,0.4985,0.4473,0.282,0.0471,-0.2021,0.2613,0.1584,0.0138,-0.1319,-0.2465,-0.2983,-0.2736,0.3746,0.394,0.3169,0.1593,-0.0388,-0.2295,-0.3601,147.47,98.63,92.56,0.9679,0.2513,0.0,0.0,0.861,0.42,0.822,0.0248,0.0447,0.0081,-0.024,0.035,0.001,36.02,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
159000,ARM_4,MIXED,20260510,run_00001,0.3431,0.5001,0.3815,0.0559,-0.2995,-0.4943,-0.4136,0.2173,0.0177,-0.1919,-0.2971,-0.2386,-0.0498,0.1683,0.3975,0.3191,0.0658,-0.2236,-0.3905,-0.3423,-0.1102,162.68,143.81,98.59,0.929,0.37,0.0,0.0,0.694,0.028,0.766,0.0354,0.0371,0.0118,0.023,-0.001,0.031,36.15,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
160000,ARM_1,MIXED,20260510,run_00001,0.0049,0.0076,0.013,0.0161,0.021,0.0229,0.0295,0.2995,0.2999,0.2997,0.3002,0.3006,0.2995,0.3,0.2609,0.2624,0.2641,0.2663,0.2692,0.2728,0.2751,100.04,0.78,80.19,1.0,0.004,0.0,0.0,0.017,0.796,0.006,-0.0002,0.0479,-0.0015,-0.05,-0.028,0.071,35.98,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
160000,ARM_2,MIXED,20260510,run_00001,0.1279,0.2474,0.3484,0.4303,0.4809,0.502,0.4862,0.2907,0.2602,0.2131,0.155,0.0828,0.0075,-0.0716,0.3266,0.3749,0.396,0.3962,0.3655,0.3121,0.2388,126.67,50.56,86.41,0.9917,0.1286,0.0,0.0,0.345,0.49,0.322,0.0121,0.0479,0.0026,0.062,-0.009,0.003,36.05,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
160000,ARM_3,MIXED,20260510,run_00001,0.2432,0.4238,0.5012,0.4464,0.2827,0.046,-0.1997,0.2623,0.1593,0.0143,-0.1332,-0.249,-0.2992,-0.2758,0.3755,0.3969,0.3167,0.1596,-0.0397,-0.228,-0.3591,147.34,98.63,92.55,0.9679,0.2513,0.0,0.0,0.849,0.414,0.825,0.0239,0.0455,0.0058,-0.025,0.004,0.017,36.04,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
160000,ARM_4,MIXED,20260510,run_00001,0.3444,0.4989,0.3821,0.0544,-0.3017,-0.4931,-0.4158,0.218,0.015,-0.1957,-0.297,-0.2382,-0.0496,0.1683,0.3978,0.3196,0.0667,-0.2222,-0.391,-0.3431,-0.1101,162.66,143.7,98.5,0.929,0.37,0.0,0.0,0.698,0.032,0.766,0.0348,0.0366,0.0113,-0.029,0.094,-0.027,36.14,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
161000,ARM_1,MIXED,20260510,run_00001,0.0053,0.0065,0.0129,0.0177,0.0206,0.0243,0.03,0.3009,0.2991,0.3006,0.3013,0.2992,0.299,0.2996,0.2603,0.262,0.2647,0.2661,0.2703,0.2705,0.2749,99.92,0.94,80.2,1.0,0.004,0.0,0.0,0.015,0.806,0.01,0.0004,0.0507,-0.0006,0.005,0.051,0.009,36.0,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
161000,ARM_2,MIXED,20260510,run_00001,0.126,0.2471,0.3489,0.4293,0.4812,0.4991,0.4863,0.292,0.2604,0.2128,0.1552,0.0852,0.0068,-0.072,0.3272,0.3763,0.3991,0.3926,0.366,0.3119,0.2377,126.69,50.51,86.39,0.9917,0.1287,0.0,0.0,0.349,0.487,0.321,0.0132,0.0495,0.0035,-0.009,0.044,-0.004,36.07,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
